id,text
236,실제로 이용해보니 지역 청년 입장에서 지역별 행사 정보를 비교하기 어렵다고 생각합니다.
237,실제로 이용해보니 프리랜서 입장에서 사업 단계에 맞는 지원을 찾기 어렵다는 부분이 개선됐으면 합니다.
238,개인적으로 출퇴근하는 청년 입장에서 지역 간 환승이 불편하다는 부분이 개선됐으면 합니다.
239,요즘 느끼는 건 타지역에서 이주한 청년 입장에서 직장 근처에 적당한 주거지가 부족하다는 점이 가장 불편합니다.
240,요즘 느끼는 건 지역 청년 입장에서 기업이 원하는 역량을 구체적으로 알기 어렵다는 부분이 개선됐으면 합니다.
241,요즘 느끼는 건 정책 수혜 대상자 입장에서 신청 자격조건이 복잡하고 설명이 어렵다는 부분이 개선됐으면 합니다.
242,취업을 준비하면서 여러 기관의 지원사업을 한 번에 검색하고 싶다.
243,주변에서도 많이 말하는데 지역 창업지원 정보를 한 플랫폼에서 보고 싶다 다만 지역 간 환승이 불편하다고 생각합니다.
244,취업을 준비하면서 내 역량에 맞는 직무를 추천받고 싶다는 부분이 개선됐으면 합니다.
245,비전공자 입장에서 프로젝트 경험을 쌓을 기회가 부족하다는 부분이 개선됐으면 합니다.
246,개인적으로 졸업예정자 입장에서 기업이 원하는 역량을 구체적으로 알기 어렵다 특히 주말에 참여할 커뮤니티 프로그램을 찾기 어렵다는 의견입니다.
247,개인적으로 예비창업자 입장에서 지원금 신청 절차가 복잡하다는 부분이 개선됐으면 합니다.
248,요즘 느끼는 건 사회초년생 입장에서 단기 거주가 가능한 주택 정보를 찾기 어렵다 다만 청년 할인 혜택을 한눈에 알기 어렵다.
249,지역에서 생활하면서 지역 청년 입장에서 문의할 기관을 찾는 데 시간이 오래 걸린다고 생각합니다.
250,주변에서도 많이 말하는데 지역기업 채용설명회가 실제 취업 준비에 도움이 됐다는 점이 가장 불편합니다.
251,주변에서도 많이 말하는데 청년 사업자 입장에서 사업 단계에 맞는 지원을 찾기 어렵다는 부분이 개선됐으면 합니다.
252,실제로 이용해보니 직장인 입장에서 지역 소규모 행사 정보는 검색이 잘 되지 않는다고 생각합니다.
253,취업을 준비하면서 공연·전시·체육 정보를 한곳에서 보고 싶다 다만 지역에서는 고급 교육과정이 상대적으로 적다.
254,지역에서 생활하면서 취업준비생 입장에서 주거지원 정책마다 자격요건이 달라 헷갈린다 그리고 청년 할인 혜택을 한눈에 알기 어렵다고 생각합니다.
255,요즘 느끼는 건 주거비 지원을 받아 지역에 계속 머무를 수 있게 됐다는 점이 가장 불편합니다.
256,지역에서 생활하면서 비전공자 입장에서 기업별 직무 정보가 너무 부족하다라고 느낍니다.
257,광주·전남에서 지내다 보니 비전공자 입장에서 지역에서는 고급 교육과정이 상대적으로 적다는 의견입니다.
258,취업을 준비하면서 재직 청년 입장에서 어떤 기술부터 배워야 할지 모르겠다면 좋겠습니다.
259,현직자 멘토링을 통해 지역기업 정보를 얻을 수 있어 유익했다는 점이 가장 불편합니다.
260,실제로 이용해보니 최근 청년 취업 프로그램이 다양해진 점은 좋다라고 느낍니다.
261,지역에서 생활하면서 대학생 입장에서 버스 도착 정보가 실제와 다른 경우가 있다면 좋겠습니다.
262,요즘 느끼는 건 직무전환을 준비하는 사람 입장에서 프로젝트 경험을 쌓을 기회가 부족하다라고 느낍니다.
263,1인 가구 입장에서 생활체육 프로그램 정보가 부족하다는 부분이 개선됐으면 합니다.
264,요즘 느끼는 건 예비창업자 입장에서 초기 고객을 찾기 어렵다라고 느낍니다.
265,광주·전남에서 지내다 보니 초기창업자 입장에서 기업 간 협업 파트너를 찾기 어렵다.
266,요즘 느끼는 건 정책 내용을 쉬운 말로 요약해서 보고 싶다고 생각합니다.
267,개인적으로 사회초년생 입장에서 정책 변경사항을 제때 알기 어렵다.
268,교육과 채용공고를 연결해서 보여주면 좋겠다 그리고 월세 부담이 너무 크다라고 느낍니다.
269,취업을 준비하면서 청년 사업자 입장에서 지원사업 공고가 여러 기관에 흩어져 있다.
270,여러 기관의 지원사업을 한 번에 검색하고 싶다.
271,실제로 이용해보니 최근 소규모 공연과 전시가 늘어난 점이 좋다고 생각합니다.
272,요즘 느끼는 건 공유오피스 지원이 초기 창업자에게 유용했다라고 느낍니다.
273,취업을 준비하면서 사회초년생 입장에서 청년정책 정보가 기관별로 흩어져 있다 그리고 막차 시간이 빨라 늦게까지 활동하기 어렵다는 부분이 개선됐으면 합니다.
274,예비창업자 입장에서 사업계획서 작성이 어렵다면 좋겠습니다.
275,비전공자 입장에서 괜찮은 일자리가 어디에 있는지 모르겠다고 생각합니다.
276,실제로 이용해보니 프리랜서 입장에서 지원사업 공고가 여러 기관에 흩어져 있다는 의견입니다.
277,신혼 청년 입장에서 교통이 편리한 곳의 주거비가 너무 비싸다는 의견입니다.
278,주변에서도 많이 말하는데 자취하는 청년 입장에서 지원 가능한 주거사업 조건이 복잡하다라고 느낍니다.
279,실습 중심의 프로젝트형 교육이 더 많았으면 좋겠다 그리고 정책 이름만 봐서는 내용을 이해하기 어렵다는 의견입니다.
280,취업을 준비하면서 취업준비생 입장에서 신입이 지원할 수 있는 직무를 찾기 어렵다는 의견입니다.
281,주변에서도 많이 말하는데 교육과 채용공고를 연결해서 보여주면 좋겠다면 좋겠습니다.
282,취업을 준비하면서 지역 청년 입장에서 청년이 즐길 만한 문화행사 정보를 찾기 어렵다.
283,프리랜서 입장에서 공간 지원과 자금 지원 정보를 함께 찾기 어렵다.
284,지역에서 생활하면서 광주·전남을 오가는 사람 입장에서 자차가 없으면 갈 수 있는 일자리가 제한된다 또 지원금 신청 절차가 복잡하다라고 느낍니다.
285,광주·전남에서 지내다 보니 공연·전시·체육 정보를 한곳에서 보고 싶다 다만 창업지원사업이 너무 많아 어떤 것을 신청해야 할지 모르겠다.
286,광주·전남에서 지내다 보니 대학생 입장에서 늦은 시간까지 이용할 수 있는 문화공간이 부족하다라고 느낍니다.
287,실제로 이용해보니 지원사업 마감일을 한 번에 관리하고 싶다고 생각합니다.
288,개인적으로 취업준비생 입장에서 보증금 마련이 부담된다 또 사업계획서 작성이 어렵다면 좋겠습니다.
289,광주·전남에서 지내다 보니 신혼 청년 입장에서 직장 근처에 적당한 주거지가 부족하다는 부분이 개선됐으면 합니다.
290,청년 할인 정보를 함께 보여주면 좋겠다는 점이 가장 불편합니다.
291,개인적으로 취업준비생 입장에서 신청기간이 짧아 놓치는 경우가 많다면 좋겠습니다.
292,광주·전남에서 지내다 보니 주말에 여가를 즐기는 사람 입장에서 지역별 행사 정보를 비교하기 어렵다는 의견입니다.
293,실제로 이용해보니 내 조건을 입력하면 받을 수 있는 정책을 추천받고 싶다는 부분이 개선됐으면 합니다.
294,개인적으로 지역 스타트업 구성원 입장에서 초기 고객을 찾기 어렵다 그리고 산단이나 기업 밀집지역으로 가는 교통편이 부족하다.
295,자취하는 청년 입장에서 청년주택 신청 시 필요한 서류가 많다라고 느낍니다.
296,프로젝트 기반 교육이 취업 준비에 실제 도움이 됐다는 의견입니다.
297,요즘 느끼는 건 지역 청년 입장에서 지역 소규모 행사 정보는 검색이 잘 되지 않는다면 좋겠습니다.
298,청년 사업자 입장에서 지원사업 마감일을 자주 놓친다면 좋겠습니다.
299,실제로 이용해보니 정책 수혜 대상자 입장에서 신청기간이 짧아 놓치는 경우가 많다고 생각합니다.
300,실제로 이용해보니 졸업예정자 입장에서 지역기업 채용정보를 한눈에 찾기 어렵다는 의견입니다.
301,개인적으로 초기창업자 입장에서 지원사업 공고가 여러 기관에 흩어져 있다.
302,주변에서도 많이 말하는데 지원사업 마감일을 한 번에 관리하고 싶다는 의견입니다.
303,요즘 느끼는 건 보증금과 월세 지원을 한 번에 확인하고 싶다라고 느낍니다.
304,개인적으로 야간 근무자 입장에서 버스 배차간격이 길어 이동이 불편하다는 의견입니다.
305,취업을 준비하면서 야간 근무자 입장에서 버스 배차간격이 길어 이동이 불편하다.
306,개인적으로 출퇴근하는 청년 입장에서 주말에는 버스가 너무 뜸하다라고 느낍니다.
307,멘토링 프로그램이 사업 방향을 잡는 데 도움이 됐다.
308,지역 청년 입장에서 청년 할인 혜택을 한눈에 알기 어렵다.
309,취업을 준비하면서 청년 사업자 입장에서 지원금 신청 절차가 복잡하다는 의견입니다.
310,개인적으로 대학생 입장에서 무료 교육은 신청기간을 놓치기 쉽다면 좋겠습니다.
311,출퇴근하는 청년 입장에서 주말에는 버스가 너무 뜸하다는 부분이 개선됐으면 합니다.
312,개인적으로 최근 청년정책 안내가 이전보다 쉬워진 점은 좋다 특히 초기 고객을 찾기 어렵다는 부분이 개선됐으면 합니다.
313,실제로 이용해보니 취업준비생 입장에서 단기 거주가 가능한 주택 정보를 찾기 어렵다면 좋겠습니다.
314,개인적으로 대학생 입장에서 지역에서는 고급 교육과정이 상대적으로 적다는 점이 가장 불편합니다.
315,지역에서 생활하면서 재직 청년 입장에서 교육 프로그램 정보가 기관별로 흩어져 있다는 부분이 개선됐으면 합니다.
316,지역에서 생활하면서 직무전환을 준비하는 사람 입장에서 교육과 실제 채용 요구역량이 잘 맞지 않는다는 점이 가장 불편합니다.
317,실제로 이용해보니 청년 할인 정보를 함께 보여주면 좋겠다.
318,실제로 이용해보니 최근 소규모 공연과 전시가 늘어난 점이 좋다는 부분이 개선됐으면 합니다.
319,요즘 느끼는 건 지역 청년 입장에서 정책 이름만 봐서는 내용을 이해하기 어렵다는 의견입니다.
320,지역에서 생활하면서 취업준비생 입장에서 기업별 직무 정보가 너무 부족하다는 점이 가장 불편합니다.
321,실제로 이용해보니 대학생 입장에서 버스 배차간격이 길어 이동이 불편하다면 좋겠습니다.
322,개인적으로 정책 내용을 쉬운 말로 요약해서 보고 싶다는 의견입니다.
323,지역에서 생활하면서 재직 청년 입장에서 프로젝트 경험을 쌓을 기회가 부족하다고 생각합니다.
324,주변에서도 많이 말하는데 광주·전남을 오가는 사람 입장에서 면접이나 출근 시간에 맞는 교통편이 부족하다고 생각합니다.
325,요즘 느끼는 건 취업준비생 입장에서 인턴이나 현장실습 기회를 찾기 어렵다 또 청년 할인 혜택을 한눈에 알기 어렵다는 부분이 개선됐으면 합니다.
326,지역에서 생활하면서 정책 수혜 대상자 입장에서 문의할 기관을 찾는 데 시간이 오래 걸린다.
327,취업을 준비하면서 산단과 주요 거점을 잇는 셔틀이 있으면 좋겠다 특히 전세나 월세 시세를 비교하기 어렵다는 의견입니다.
328,요즘 느끼는 건 지역 청년 입장에서 지역기업 채용정보를 한눈에 찾기 어렵다 특히 주말에는 버스가 너무 뜸하다면 좋겠습니다.
329,실제로 이용해보니 대중교통 이용자 입장에서 산단이나 기업 밀집지역으로 가는 교통편이 부족하다고 생각합니다.
330,취업을 준비하면서 산단과 주요 거점을 잇는 셔틀이 있으면 좋겠다라고 느낍니다.
331,프리랜서 입장에서 초기 고객을 찾기 어렵다는 점이 가장 불편합니다.
332,개인적으로 내 역량에 맞는 직무를 추천받고 싶다 특히 지역 간 환승이 불편하다라고 느낍니다.
333,지역에서 생활하면서 사회초년생 입장에서 내가 어떤 지원을 받을 수 있는지 판단하기 어렵다고 생각합니다.
334,취업을 준비하면서 청년 문화 프로그램에 참여하면서 새로운 사람들을 만날 수 있었다면 좋겠습니다.
335,주변에서도 많이 말하는데 대학생 입장에서 무료 교육은 신청기간을 놓치기 쉽다는 의견입니다.
336,취업을 준비하면서 비슷한 정책의 차이를 비교해주면 좋겠다고 생각합니다.
337,지역에서 생활하면서 중소기업 재직자 입장에서 문의할 기관을 찾는 데 시간이 오래 걸린다는 부분이 개선됐으면 합니다.
338,초기창업자 입장에서 지원금 신청 절차가 복잡하다는 의견입니다.
339,요즘 느끼는 건 프리랜서 입장에서 지역의 투자자나 멘토를 만나기 어렵다 특히 AI 교육은 많지만 수준을 판단하기 어렵다.
340,취업을 준비하면서 출퇴근하는 청년 입장에서 면접이나 출근 시간에 맞는 교통편이 부족하다면 좋겠습니다.
341,주변에서도 많이 말하는데 타지역에서 이주한 청년 입장에서 단기 거주가 가능한 주택 정보를 찾기 어렵다고 생각합니다.
342,광주·전남에서 지내다 보니 내 역량에 맞는 직무를 추천받고 싶다는 의견입니다.
343,요즘 느끼는 건 출퇴근 시간대 배차를 늘려줬으면 좋겠다는 점이 가장 불편합니다.
344,주변에서도 많이 말하는데 재직 청년 입장에서 AI 교육은 많지만 수준을 판단하기 어렵다라고 느낍니다.
345,개인적으로 광주·전남을 오가는 사람 입장에서 산단이나 기업 밀집지역으로 가는 교통편이 부족하다라고 느낍니다.
346,광주·전남에서 지내다 보니 예비창업자 입장에서 초기 고객을 찾기 어렵다라고 느낍니다.
347,취업을 준비하면서 최근 일부 노선의 배차가 개선돼 이동이 편해졌다는 점이 가장 불편합니다.
348,취업을 준비하면서 내 조건에 맞는 주거지원 정책을 자동으로 추천받고 싶다 특히 청년 할인 혜택을 한눈에 알기 어렵다고 생각합니다.
349,광주·전남을 오가는 사람 입장에서 야간 대중교통이 부족하다 그리고 채용공고가 여러 사이트에 흩어져 있다고 생각합니다.
350,개인적으로 청년 사업자 입장에서 지원사업 마감일을 자주 놓친다.
351,개인적으로 예비창업자 입장에서 지원사업 마감일을 자주 놓친다는 의견입니다.
352,취업을 준비하면서 정책 수혜 대상자 입장에서 필요한 서류를 사전에 확인하기 어렵다고 생각합니다.
353,지역 청년 입장에서 필요한 서류를 사전에 확인하기 어렵다고 생각합니다.
354,주변에서도 많이 말하는데 지역 청년 입장에서 생활체육 프로그램 정보가 부족하다.
355,실제로 이용해보니 직무전환을 준비하는 사람 입장에서 지역에서는 고급 교육과정이 상대적으로 적다면 좋겠습니다.
356,주변에서도 많이 말하는데 보증금과 월세 지원을 한 번에 확인하고 싶다면 좋겠습니다.
357,취업을 준비하면서 정책 알림 서비스를 통해 지원사업을 놓치지 않을 수 있었다는 점이 가장 불편합니다.
358,주변에서도 많이 말하는데 공연·전시·체육 정보를 한곳에서 보고 싶다 또 신청기간이 짧아 놓치는 경우가 많다는 의견입니다.
359,취업준비생 입장에서 신청기간이 짧아 놓치는 경우가 많다는 점이 가장 불편합니다.
360,지역에서 생활하면서 지원사업 마감일을 한 번에 관리하고 싶다는 부분이 개선됐으면 합니다.
361,개인적으로 대중교통 이용자 입장에서 버스 배차간격이 길어 이동이 불편하다 특히 채용공고가 여러 사이트에 흩어져 있다라고 느낍니다.
362,취업을 준비하면서 주거비 지원을 받아 지역에 계속 머무를 수 있게 됐다 다만 신청 자격조건이 복잡하고 설명이 어렵다는 점이 가장 불편합니다.
363,주변에서도 많이 말하는데 신혼 청년 입장에서 단기 거주가 가능한 주택 정보를 찾기 어렵다는 부분이 개선됐으면 합니다.
364,요즘 느끼는 건 기업별 직무와 요구역량을 비교할 수 있으면 좋겠다 다만 월세 부담이 너무 크다는 부분이 개선됐으면 합니다.
365,요즘 느끼는 건 출퇴근 시간대 배차를 늘려줬으면 좋겠다.
366,실제로 이용해보니 내 수준과 목표에 맞는 교육과정을 추천받고 싶다 다만 청년주택 정보를 찾기 어렵다는 점이 가장 불편합니다.
367,취업을 준비하면서 여러 기관의 지원사업을 한 번에 검색하고 싶다라고 느낍니다.
368,지역에서 생활하면서 비전공자 입장에서 무료 교육은 신청기간을 놓치기 쉽다는 의견입니다.
369,요즘 느끼는 건 예비창업자 입장에서 지원사업 마감일을 자주 놓친다 그리고 채용공고가 여러 사이트에 흩어져 있다는 부분이 개선됐으면 합니다.
370,광주·전남에서 지내다 보니 현직자 강의는 직무 이해에 도움이 됐다.
371,주변에서도 많이 말하는데 직장인 입장에서 생활체육 프로그램 정보가 부족하다.
372,주변에서도 많이 말하는데 위치와 시간에 맞춰 여가 활동을 추천해주면 좋겠다는 의견입니다.
373,취업을 준비하면서 자취하는 청년 입장에서 청년주택 정보를 찾기 어렵다라고 느낍니다.
374,지역에서 생활하면서 창업지원 프로그램을 통해 초기 비용 부담을 줄일 수 있었다면 좋겠습니다.
375,지역 청년 입장에서 공연이나 전시 정보가 여러 채널에 흩어져 있다는 부분이 개선됐으면 합니다.
376,개인적으로 지역 청년 입장에서 지역기업 채용정보를 한눈에 찾기 어렵다면 좋겠습니다.
377,지역에서 생활하면서 1인 가구 입장에서 생활체육 프로그램 정보가 부족하다는 부분이 개선됐으면 합니다.
378,요즘 느끼는 건 야간 근무자 입장에서 야간 대중교통이 부족하다는 의견입니다.
379,지역에서 생활하면서 대학생 입장에서 생활체육 프로그램 정보가 부족하다 또 교육과 실제 채용 요구역량이 잘 맞지 않는다는 부분이 개선됐으면 합니다.
380,실제로 이용해보니 취업준비생 입장에서 AI 교육은 많지만 수준을 판단하기 어렵다고 생각합니다.
381,실시간 교통 데이터를 활용해 경로를 추천해주면 좋겠다는 점이 가장 불편합니다.
382,광주·전남에서 지내다 보니 사업계획서를 점검해주는 서비스가 있으면 좋겠다는 의견입니다.
383,지역에서 생활하면서 재직 청년 입장에서 AI 교육은 많지만 수준을 판단하기 어렵다 그리고 막차 시간이 빨라 늦게까지 활동하기 어렵다는 부분이 개선됐으면 합니다.
384,대학생 입장에서 산단이나 기업 밀집지역으로 가는 교통편이 부족하다는 점이 가장 불편합니다.
385,요즘 느끼는 건 사업계획서를 점검해주는 서비스가 있으면 좋겠다는 의견입니다.
386,개인적으로 지역 청년 입장에서 괜찮은 일자리가 어디에 있는지 모르겠다 그리고 청년 할인 혜택을 한눈에 알기 어렵다면 좋겠습니다.
387,대학생 입장에서 교육 이후 포트폴리오로 연결하기 어렵다.
388,요즘 느끼는 건 취업준비생 입장에서 인턴이나 현장실습 기회를 찾기 어렵다고 생각합니다.
389,주변에서도 많이 말하는데 경력 초기 청년 입장에서 지역기업의 연봉이나 복지 정보를 비교하기 어렵다고 생각합니다.
390,개인적으로 비전공자 입장에서 교육 이후 포트폴리오로 연결하기 어렵다면 좋겠습니다.
391,지역에서 생활하면서 직무전환을 준비하는 사람 입장에서 AI 교육은 많지만 수준을 판단하기 어렵다.
392,개인적으로 자취하는 청년 입장에서 청년주택 신청 시 필요한 서류가 많다고 생각합니다.
393,대학생 입장에서 행사 신청 방법이 제각각이라 불편하다는 부분이 개선됐으면 합니다.
394,취업을 준비하면서 지역대학 학생 입장에서 기업이 원하는 역량을 구체적으로 알기 어렵다는 부분이 개선됐으면 합니다.
395,취업을 준비하면서 예비창업자 입장에서 창업지원사업이 너무 많아 어떤 것을 신청해야 할지 모르겠다는 부분이 개선됐으면 합니다.
396,주변에서도 많이 말하는데 공유오피스 지원이 초기 창업자에게 유용했다.
397,취업을 준비하면서 온라인 신청이 가능해져 예전보다 행정 절차가 편해졌다 특히 야간 대중교통이 부족하다는 점이 가장 불편합니다.
398,요즘 느끼는 건 공공자전거를 함께 이용하니 가까운 거리는 이동이 편리하다는 점이 가장 불편합니다.
399,요즘 느끼는 건 야간 이동 수요를 반영한 교통서비스가 필요하다는 점이 가장 불편합니다.
400,중소기업 재직자 입장에서 홈페이지마다 검색 방식이 달라 불편하다는 의견입니다.
401,지역 청년 입장에서 비슷한 정책이 많아 차이를 비교하기 어렵다.
402,실제로 이용해보니 야간 이동 수요를 반영한 교통서비스가 필요하다는 점이 가장 불편합니다.
403,취업을 준비하면서 취업준비생 입장에서 교육과 실제 채용 요구역량이 잘 맞지 않는다고 생각합니다.
404,요즘 느끼는 건 주거비 지원을 받아 지역에 계속 머무를 수 있게 됐다는 의견입니다.
405,요즘 느끼는 건 타지역에서 이주한 청년 입장에서 월세 부담이 너무 크다면 좋겠습니다.
406,광주·전남에서 지내다 보니 야간 근무자 입장에서 야간 대중교통이 부족하다.
407,광주·전남에서 지내다 보니 신혼 청년 입장에서 전세나 월세 시세를 비교하기 어렵다면 좋겠습니다.
408,광주·전남에서 지내다 보니 지역 청년 입장에서 필요한 서류를 사전에 확인하기 어렵다라고 느낍니다.
409,주변에서도 많이 말하는데 대학생 입장에서 교육 이후 포트폴리오로 연결하기 어렵다라고 느낍니다.
410,주변에서도 많이 말하는데 지역 청년 입장에서 청년 할인 혜택을 한눈에 알기 어렵다는 부분이 개선됐으면 합니다.
411,개인적으로 1인 가구 입장에서 혼자 참여하기 좋은 프로그램을 찾기 어렵다면 좋겠습니다.
412,실제로 이용해보니 지역별 주거비와 교통 접근성을 함께 비교하고 싶다면 좋겠습니다.
413,실제로 이용해보니 취업준비생 입장에서 내가 어떤 지원을 받을 수 있는지 판단하기 어렵다.
414,실제로 이용해보니 직장 위치를 기준으로 살기 좋은 지역을 추천해주면 좋겠다 그리고 주말에는 버스가 너무 뜸하다라고 느낍니다.
415,광역 교통정보를 한 앱에서 보고 싶다는 의견입니다.
416,지역에서 생활하면서 지역기업 채용설명회가 실제 취업 준비에 도움이 됐다고 생각합니다.
417,요즘 느끼는 건 직무전환을 준비하는 사람 입장에서 직장인에게 맞는 야간 교육이 부족하다라고 느낍니다.
418,지역에서 생활하면서 프리랜서 입장에서 지원사업 마감일을 자주 놓친다고 생각합니다.
419,개인적으로 졸업예정자 입장에서 괜찮은 일자리가 어디에 있는지 모르겠다라고 느낍니다.
420,취업을 준비하면서 비전공자 입장에서 어떤 기술부터 배워야 할지 모르겠다는 부분이 개선됐으면 합니다.
